Word,Frequency
সাবলেট,11
মহাসঙ্কটে,11
বুটিক,11
সাহসে,11
আগুনও,10
ভাংরা,10
তুলনার,12
আয়োজনেও,10
তারান্নুম,10
ছত্রপতি,11
জামতলা,10
চলন,10
মুস্তাফার,12
১৪৯তম,10
ভারতবাসীর,11
ক্ষুণ্ণ,10
জানাতেন,11
জায়,10
লজ,10
রূপাকে,11
নানুর,10
লক্ষেরও,11
জোসনার,10
অন্তঃপ্রাণ,10
জ্বলেছে,10
কুকর্মের,11
সচ্ছলতা,11
নিম্নবিত্তের,10
প্যানথার,11
রবার্টের,11
মুল্লুকে,12
মধ্যাহ্নভোজ,10
টেনেটুনে,12
ইকোনমিকস,10
গড়ন,11
নেগেটিভের,10
আমন্ত্রিতদের,11
টাইকুন,10
গিয়েছেন,11
ডায়না,11
ধরব,12
ডকু,11
অশ্রাব্য,11
ভানু,11
একসময়,10
জার্নির,10
ইচ্ছুকদের,10
মেলাবেন,10
চুমুক,11
থিংস,12
নভোচারীর,11
দুইভাবে,10
সাখাওয়াৎ,10
দোকানেই,11
নিম্নতম,11
ওঠেছিল,12
মরেছে,12
বাঁচবেন,11
সিরামিকের,10
শালিস,10
কৃপা,11
ডায়াপার,11
টেইলার্স,10
পাঁচমাস,11
ট্র্যাভিস,10
কবলিতদের,10
মরটাল,12
বালুচরে,11
শুভাকাঙ্খী,12
তিনজনও,10
ততোটা,10
সাবিত্রী,11
বুধবারে,11
সেক্সুয়াল,12
লুকোচুরির,12
হাডসনের,11
পরিবারিক,11
খলচরিত্রে,10
যাকেরের,12
রতনপুর,12
ম্যাট্রিক,12
জেরিনের,10
শুমারের,11
ফেলিপে,11
সর্বময়,11
২৮শে,11
মুভমেন্টে,10
ঘোস্ট,12
সব্জি,12
মারাজ,10
বাংলোয়,11
সেলিনাকে,12
মেন্ডেস,12
জেভি,10
মংলায়,11
আধিপত্যে,11
রেটও,11
দোলার,10
গাদার,10
এলবা,11
পুনমের,12
বাংলাশিয়া,12
সুহাইমি,10
মানুষেরাও,10
দয়ায়,12
মূকাভিনয়ের,10
নীলসাগর,12
স্টকে,10
এক্সেসরিজ,12
আটখানা,10
ঘায়ে,11
আফরোজের,10
জগতেও,10
ধরণা,11
সুস্মি,11
লিঙ্গভিত্তিক,12
নৃতাত্ত্বিক,10
মাচাং,10
লহমায়,10
আচারের,11
কয়েদিরা,10
বহুবচন,12
ক্যামব্রিয়ান,11
ফাইটিং,11
পাটেকর,12
জানু,11
অমানবিকতার,12
দীপান্বিতা,11
রায়পুরে,11
জিকোর,11
হাইটস,10
উপলক্ষেই,11
রুমটিতে,12
পায়েই,10
এজাজুল,12
অন্যপাশে,11
জলপাইগুড়ি,10
বসিরহাট,12
বাঁশী,11
দামাল,10
পড়ায়,12
তৈরিও,11
উদ্বেগও,12
সোনাগাজীর,10
প্রযুক্তিবিষয়ক,10
খানপুর,10
৩০০টির,11
সেনগুপ্তা,11
বুঝেছেন,12
টিকছে,11
উঁচুমানের,11
চড়ি,11
আধুনিকতা,12
ভবিষ্যৎকে,10
ছাড়ালেও,12
বার্নিং,12
সোনিক,10
সাংষ্কৃতিক,10
অসভ্য,11
শেষই,11
জুবিলি,11
গাজিপুর,10
বয়েড,11
কন্ট্রাক্টরের,12
সন্ন্যাসী,10
লাক,11
সংস্কারক,10
ক্যাম্পকে,10
সাপাহার,12
অ্যালেক,10
বেটস,10
ফেনোমেনন,10
ডুবোজাহাজ,10
চোকাতে,10
টমাসের,11
জেরায়,12
জাতিরজনক,10
মাহফুজার,10
ফলশ্র,12
মধ্যস্বত্বভোগী,10
চ্যানেলও,11
যোগ্যদের,12
পারফরমেন্সও,11
সমৃদ্ধিতে,11
উপজেলাতে,11
পারিবে,11
নিপীড়নের,10
বিমানগুলোর,12
জন্মভূমিতে,11
নিউজার্সির,12
ঘুরাফেরা,11
অভাবকে,11
রাখী,12
কিংবদন্তিরা,10
জড়ে,11
নবদম্পতির,10
তুরিন,10
সিচুয়েশন,10
স্বজনহারা,11
উকিলের,11
রইলাম,12
শর্টকার্টে,11
সফিক,11
ইডিয়ট,11
গন্ডির,10
কতই,10
গাছপালার,12
স্থাপনাকে,12
মধ্যবয়সী,10
স্বামীরা,12
গ্রামেরই,10
চলেননি,10
নওয়াজীশ,10
হৃদপিণ্ড,11
সাজিব,11
আামাদের,11
মেহেরাব,12
শ্রীধর,12
প্রতিককালে,12
বত্রিশ,12
তিতি,10
মুনতাহা,12
নোকিয়া,11
অস্ত্রোপচারও,12
ছুটেছিলেন,11
জাগরণী,10
ধোঁকা,10
পাঠে,11
ধারবাহিকতায়,12
ক্রিকেটাঙ্গন,10
বিজ্ঞাপনদাতা,12
গুনগত,12
ডিজিটালি,10
পারদর্শিতার,10
মোমিনের,10
অর্ধডজন,10
বদলালেও,12
ভালোবাসাকে,10
পোখারা,11
বক্সিংয়ের,10
প্রদায়িকতা,12
ঘোরের,12
সুরেশের,11
বিকেলেও,10
অরূপ,10
জয়তু,12
ম্যানিলায়,11
ঢালতে,10
শ্লোগানের,10
লুল,10
ডেপকে,10
বেকারিকে,11
মাম্মা,11
খটকা,12
ফুলিয়ে,11
বুঝেছে,12
ধরনেরই,11
হুড,11
রাফাহ,11
নানজিবা,10
ফাতিহা,10
টিকেছে,10
জেনসেন,12
ইফা,12
উচ্চবিদ্যালয়,12
জালিম,12
কুড়াতে,10
চিপসের,11
ঝালমুড়ি,10
ফুটন্ত,11
লাঞ্চার,11
চন্দ্রনাথ,11
বিশদে,12
সমস্যায়,11
ওঠাই,12
মুসলিমরাও,10
বেইমানি,10
প্রতিবাদেই,12
ডুপ্লেক্স,11
কারোনা,12
নমিতা,11
সংগ্রহও,10
পোশাকও,10
সিরিয়াল,11
প্রধানমন্ত্রিত্ব,10
তাইপ,12
বাইজেন্টাইন,10
কষ্টই,11
রোবেনের,10
ক্ষণগণনা,10
অফলাইনে,11
এপার্টমেন্ট,10
এক্ষুনি,10
অঙ্গের,11
কামারের,11
ব্রোকার,12
বান্না,12
পরিবারদের,12
কোটিপতির,12
টেলিগ্রাফকে,10
জিলের,12
নেত্রকোণায়,12
পুরোনা,10
ক্যাস,11
ওরিয়েন্টেশন,12
শক্র,10
আসামিদেরও,10
বিতর্কেও,12
মারত,11
বিষাদ,12
রিবা,10
ঘোরানো,11
ঋষিকেশ,10
চ্যাপটার,11
সাথীদের,10
প্রযুক্তিবিদ,12
রিদওয়ান,10
শুভেচ্ছাও,12
বেলাতেই,10
আরশ,12
নামিয়েছিলেন,11
কথাতেও,12
মনুস্মৃতি,12
কাটাও,12
মুখকে,10
এগজিকিউটিভ,11
শিলিগুঁড়ি,11
ওখানেও,11
কাচে,12
যথাযত,12
রাজুব,12
মার্টিনেস,12
দিকগুলি,11
বন্টনের,11
যাকাতের,12
মহাসড়কটির,12
ইতিহাসেও,12
যিশুর,10
ডেজার্ট,12
পিআই,10
প্রয়োজনও,12
পৃষ্টপোষক,11
ছুঁয়েই,11
অগ্রযাত্রাকে,12
তত্ত্বাবধায়নে,11
শয়তানি,10
অনর্থক,12
ডিজিটালাইজড,12
অতিমারী,11
বসুরহাট,12
প্রাজ্ঞ,11
ফিউনারেল,10
উর্দি,11
বানালেন,12
ডুবল,10
ঠোঁটে,11
সেগুলোকেও,10
বিভাগই,12
চিঠিটিতে,12
আইনিভাবে,12
পছন্দসই,12
রোজকার,11
বিশ্বাসভঙ্গ,10
খেয়েও,12
যেকারণে,12
হাজেন,11
খসড়াটি,12
নীতিমালাটি,10
আবশ্যকতা,11
অক্ষরের,10
গামী,12
জিতিনি,11
টুটি,12
দুটিসহ,12
সান্ধ্য,12
জগদীপ,11
উন্নয়নই,10
